rank,channel_id,channel_name,channel_url,subscribers,video_count,total_views,description,published_at,country,custom_url,default_language,thumbnail_url,topic_categories,privacy_status,is_linked,made_for_kids,channel_keywords,uploads_playlist_id,instagram_url,x_url,tiktok_url
25,UCA7zzJ3G12UZqAIBGwtYG2A,おかじゅん,https://youtube.com/@@o.jun_superman,939000,652,1179070861,"世界を旅するおもんないチビトレーニー
基本的にショートメインϵ( 'Θ' )϶
なるべく最新の動画のコメントから、リクエスト拾ってます🙏【ドシドシください】

🔸トレじゅん【おかじゅんのサブ垢】↓
https://youtube.com/@okajun.sabuaka?si=ovaGeEH1s8HQTf4g
《このチャンネルでは筋トレメインにもっと緩い感じの日常を動画にしてます。》

🔸お仕事依頼はこちらのgmailまで👇
📩 okajun_official@bucks-llc.com

🔸VITAS公式アンバサダー
🔸マイプロテイン公式アンバサダー

他のもsnsもフォローよろしくお願いします☺️
インスタのDMと公式ライン、フォローしてくれてる方ゆっくり返信してます😌


・公式ライン
https://lin.ee/RFv9l4T

・tiktok  【@o.jun_superman】
https://www.tiktok.com/@o.jun_superman
（Jで検索してみてね。）
※アイコンがYouTubeと同じやつは偽垢です

・instagram   【@o.jun_superman】
https://www.instagram.com/o.jun_superman/

・Twitter   【@Ojun_superman】
https://mobile.twitter.com/ojun_superman",2021-02-02T03:00:04.815886Z,,@o.jun_superman,,https://yt3.ggpht.com/PlUFofPwkZgD4FqnmfwljBRj_kI5tv-18-oPIOFWrdlxJvcRIehrtkgluGnGy086ZhajuoMQqA=s800-c-k-c0x00ffffff-no-rj,"Food, Lifestyle (sociology), Tourism",public,True,False,,UUA7zzJ3G12UZqAIBGwtYG2A,https://www.instagram.com/o.jun_superman/,https://twitter.com/ojun_superman,https://www.tiktok.com/@o.jun_superman
26,UCNEJ5q9O3v45ioAkXVz1DPA,八田エミリの日常,https://youtube.com/@@hatta_emily,864000,419,143227092,"最近は毎週土曜日に投稿しております。
日常VLOG、ダイエット、筋トレ、メンズ服、猫、バイク、お悩み相談などをやっております。
八田エミリと申します。

好きな事、挑戦したい事、何でもやっていきます。
皆さんにとって少しでもプラスになりますように☺︎",2019-04-23T15:05:04Z,JP,@hatta_emily,,https://yt3.ggpht.com/sHT3Kde9MSSbYestajIYtxGajFm9rgIP7BuciUMIqPBnkiargro5yz0AShVzwBJtQRkYTAwCdrY=s800-c-k-c0x00ffffff-no-rj,"Fashion, Lifestyle (sociology)",public,True,False,,UUNEJ5q9O3v45ioAkXVz1DPA,,,
27,UCZ13pTaRAqQwhQR2lP001KQ,タイチたち。,https://youtube.com/@@taichi.taichi,863000,385,662480603,"世界の誰かが顔を歪めるくらいなら
俺が変顔をしようでお馴染みタイチです👹💪",2024-10-24T16:20:09.720698Z,JP,@taichi.taichi,,https://yt3.ggpht.com/Twjh0wYOprFaCTVmoXlyKdhmIxU2zm-_sRu4Z8SB9gF9XtzLfiAjFcd_TZc29ADtcY-5U2DxrA=s800-c-k-c0x00ffffff-no-rj,"Entertainment, Lifestyle (sociology)",public,True,False,,UUZ13pTaRAqQwhQR2lP001KQ,,,
28,UCSORyE5sVWrfYETRh0uInPw,ハルクくん Hulk-kun,https://youtube.com/@@hulk-kun6990,855000,467,748176678,"笑顔と勇気を届けるために地球にやってきました
",2021-04-05T13:45:20.162171Z,JP,@hulk-kun6990,ja,https://yt3.ggpht.com/oKO8IOYJi-9uvd1ZBRoTAUjGHWzmcOVWL-3lBrIpa4oZZ9b5AyKJKiN7rQsEKsutZugvnp29=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Food",public,True,False,ハルク君 筋肉 大食い 夜食クッキング ハルク君tiktok hulkkun ハルクくん ハルクくんtiktok 筋トレ トレーニング フィットネス workout fitness ハルクくん 高重量 フルスタック ベンチプレス ハルク財団 ハルク君犬,UUSORyE5sVWrfYETRh0uInPw,,,
29,UCgmbjeKJK3OsYP1c3rRQPtg,脂肪燃焼ちゃん,https://youtube.com/@@脂肪燃焼ちゃん,789000,151,204739473,"脂肪燃焼ちゃんのモットーは
毎日続けられること
運動を楽しいと思うこと
です！！！！！
中途半端でも全然いい！！！！！！！！
やろうかなと思った事、少しでも行動に移せた事！！それだけでも進歩だよ😤✌🏻🌈🤸🏼‍♂️🫶🏻✨
",2020-01-12T12:24:56.735829Z,JP,@脂肪燃焼ちゃん,,https://yt3.ggpht.com/ODda-GzlDXCVO2foTrUOtP5DWTlzhrYNsjL93JhPO0mNK2AjTqHdtU75cfz7NNEks2nd6R6tCw=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Physical fitness, Health",public,True,False,ひなちゃんねる 加藤ひなた ひなチャンネル ダイエット diet workout 痩せるダンス 有酸素運動 お腹痩せ 脚痩せ 顔痩せ 背中痩せ 二の腕痩せ 下っ腹痩せ 脂肪燃焼 脂肪燃焼ちゃん danceworkout,UUgmbjeKJK3OsYP1c3rRQPtg,,,
30,UCZWyZ5L_MVBCcB8vmkspb8A,メトロンブログ,https://youtube.com/@@metvlo,783000,614,230580222,"このチャンネルでは生活におけるルーティンなどトレーニングを発信しています。
これまで10年以上筋トレを行ってきました。フィットネスの先進国であるアメリカにも住んで様々なサプリメントを消費者として使ってきた経験からサプリメントブランドMOTHeRBLEWNDS（マザーブレンズ）を国内で設立し、日本では今までなかった栄養価が高く、摂取しやすい斬新な商品開発を行っています💪
トレーニング・健康・栄養を軸に、皆さんの生活が少しでも“良くなる”情報を届けていきます。",2013-10-02T19:22:40Z,JP,@metvlo,ja,https://yt3.ggpht.com/yClZWs-_EKxpYSJTHNJU2bvVs4AxnA7B63KVSwBbO046wK6CsEd3FOJteFKvKtPoVQ2pQu5eJqc=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,メトロンブログ,UUZWyZ5L_MVBCcB8vmkspb8A,,,
31,UC7F_CLFtxDetmUnORgmwImg,VALX 山本義徳 筋トレ大学,https://youtube.com/@@yoshinori-yamamoto,778000,2084,318371691,"【毎週日曜日】投稿
ボディビルダーの世界大会で優勝した経験を持ち、
メジャーリーガーをはじめ、数多くの有名アスリートを指導した経験もある
筋肉博士こと山本義徳氏の公式YouTubeチャンネルです。

ダイエット・筋トレ・食事・栄養管理のカテゴリーにまつわるハウツーを
アスリート・トレーニー・ダイエッター・健康目的の方へ、発信していきます。

■山本義徳監修ブランド『VALX』公式サイト：https://valx.jp/l/ytb/valx

■コメント返信に関して
本チャンネルのコメント欄における、皆さまからのご意見・ご感想は、
筋トレ大学運用スタッフが確認し、 今後の動画内容の改善や企画の参考とさせていただきます。
山本先生ご本人へのご質問やメッセージは、動画内で取り上げられる場合を除き、
先生より個別に返信することはございませんのでご了承いただければと思います。

---------------------------------------------------------------------------------------------------------

■お仕事のお問い合わせやコラボ依頼等はこちら
　valx-sns@lev.co.jp

",2019-04-19T10:19:57Z,JP,@yoshinori-yamamoto,,https://yt3.ggpht.com/JBNDLAi9kLd_rWXSKx2yDTYnjPaB1ZaDRAl4cheBXp-gU4VjzCjFYIqbJ0pxP5tzuPtzmprwfg=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,"山本義徳 トレーニング トレーナー ダイエット 筋トレ VALX EAA9 ""山本義徳 筋トレ大学"" パーソナルトレーナー 筋トレ大学 プロテイン 胸トレ 初心者 きんとれ おすすめ",UU7F_CLFtxDetmUnORgmwImg,,,
32,UCTfuU0u1bdofWDqkFTz4QaA,アクトレブログ,https://youtube.com/@@actre_vlog,761000,1608,563293876,"アクトレブログです！！
筋トレ・アクロバット ( workout × acrobat )をメインに動画配信していきます。

★100万人を目指しています！チャンネル登録といいねお願いします！！
https://www.youtube.com/channel/UCTfuU0u1bdofWDqkFTz4QaA

★SNSもフォローよろしくお願いします。
https://www.instagram.com/actrevlog/

Twitter⇨https://mobile.twitter.com/cirque_flyer

★お仕事のご依頼はこちらまで
balibalistrong777@gmail.com

「是非、チャンネル登録お願いします。」

",2016-01-01T14:35:01Z,JP,@actre_vlog,,https://yt3.ggpht.com/NJTMibjpvAxuPY19cH6Kbh8hI3XWD3jVqNnz6HSFfVZJRA_WVGK6hw4MKreHgZ2cjxu5ryJPOw=s800-c-k-c0x00ffffff-no-rj,"Food, Physical fitness, Lifestyle (sociology), Health",public,True,False,筋トレ/腹筋 自重トレ プランシェ シルクドソレイユ cirquedusoleil acrobat planche アクロバット バク転 バク宙 筋トレ 腹筋 アクトレ アクトレブログ 山本義徳 山澤弘明 サイヤマングレート 筋肉 ダイエット 山本式 オーバーワーク 横川式,UUTfuU0u1bdofWDqkFTz4QaA,https://www.instagram.com/actrevlog/,https://twitter.com/cirque_flyer,
33,UCVdr-eRqzvzKHMpiU4YuNIQ,CALISLIFE自重トレ,https://youtube.com/@@calislife,759000,131,222741960,"Bodyweight Training 

このチャンネルでは
自重トレーニング(Calisthenics)に関する動画をメインに配信しています！",2019-08-10T03:27:01Z,JP,@calislife,,https://yt3.ggpht.com/ytc/AIdro_kMh7nViyqmooFF9qzgu1j1L4GuEKhhVGKFbgO95GWYRIU=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Physical fitness, Health",public,True,False,,UUVdr-eRqzvzKHMpiU4YuNIQ,,,
34,UCtwtpuLuXN8HnwEIe7A_DFw,ジャンキソウ,https://youtube.com/@@ジャンキソウ,736000,1940,1480806558,"""サッカー親子""が送る日々の生活をおとどけ❣️

笑って驚かせて泣かせる。

それがジャンキソウ🐺

ちょっと覗いてみてや〜


◆毎週日曜日18:00投稿‼️

shortsは毎日投稿中✨



__________

〜ジャンキソウの歴史〜
【2021年】
6月23日  漫才コンビ ""ジャンキソウ""結成
7月15日　YouTube開始
7月20日　TikTok毎日投稿開始

【2022年】
2月14日　ジャンキソウにポム加入
7月2日　TikTok フォロワー50.0k
8月21日　TikTokフォロワー100.0k

【2023年】
6月23日　チャンネル登録者5万人達成
8月4日　チャンネル登録者10万人達成


【メンバー紹介・サッカー経歴】

・ダイ  1998.6.21
セレッソ大阪u-12 (関西トレセン)
セレッソ大阪西u-15 
県立西宮高校 (兵庫県トレセン)
甲南大学

・ソウタ  1998.4.5
エルマーノ大阪u-12
エルマーノ大阪u-15 (大阪市トレセン)
東海大仰星高校 
→選手権全国ベスト4 ベンチ外

・ソウシ  2002.8.23
明倫クラブu-12
報徳中学
報徳高校

・ポム  1998.7.29
西宮ss u-12
報徳中学(関西トレセン)
報徳高校(兵庫県トレセン)
阪南大学



＿＿＿＿＿＿

◆TikTokアカウント
・“ジャンキソウ🐺“（@jankisoudesu）
・“ジャンキソウ・ダイの1万人ライブへの道のり""（＠jankisoufc）
＿＿＿＿＿＿


",2017-02-14T14:24:44Z,JP,@ジャンキソウ,,https://yt3.ggpht.com/Be9Xy7W3dU8-lYwWSa683H_BCC_ob_tx1vnvuO1ZEchWdECd2fQMNjbdQQnTZtqG0OcCzaIFIaY=s800-c-k-c0x00ffffff-no-rj,"Television program, Entertainment, Lifestyle (sociology)",public,True,False,,UUtwtpuLuXN8HnwEIe7A_DFw,,,
35,UCXVErXFv_fzdIMjFpkIXHtg,まめたまの筋トレ日記,https://youtube.com/@@mametama,683000,1043,215319663,"“昨日よりかっこいい自分へ！""をテーマに動画を発信してます！

今の自分がどうであれ、努力で人は変われる。
ガリガリで自分に自信がなかった僕らは筋トレを通して変われました。

変わりたいと思った時こそ人生のスタートだと思ってるので、
一緒に昨日よりかっこいい自分を目指していきましょう！！！

【2019年】
2019/09/05  初投稿
2019/12/13  登録者1,000人達成

【2020年】
2020/05/19  登録者10,000人達成
2020/09/19  登録者50,000人達成

【2021年】
2021/03/16  登録者70,000人達成
2021/03/31  社会人3年目。2人でそれぞれの会社を退職
2021/09/04  登録者100,000人達成（銀の盾を獲得）

【2022年】
2022/01/26 Uber eats『まめたまの頑張らないダイエット食堂』を出店
2022/04/04 登録者200,000人達成
2022/08/16 登録者300,000人達成（2022年度の目標達成）

【2023年】
2023/02/13 共同代表として会社設立
2023/04/24 登録者400,000人達成
2023/05/31 日本一の筋トレコンビYouTuber達成（2023年度の目標達成）
2023/06/21 累計再生数1億回突破
2023/07/02 宅トレ動画が1,000万再生を突破
2023/08/31 登録者500,000人達成
2023/11/29 初の書籍『おはよう、新しい朝、新しい僕、新しい筋肉。』発売

【2024年】
2024/06/23 食事指導講座「SIX-PACKプロジェクト」始動
2024/08/30 Uber eats『まめたまのアサイーボウル』を出店
2024/09/03 登録者600,000人達成
2024/11/29 SWEETSプロテイン販売（3日でAmazon完売）

【2025年】
2025/5/3 まめたまのアサイーボウル全国50店舗展開
2025/7/4 SWEETSプロテイン1万袋完売
2025/7/10 SIX-PACKプロジェクト200名突破
2025/8/24 『夏のまめたまダイエットフェス2025』100名開催

【20××年】
日本一の筋トレYouTuberになる
",2019-08-10T21:53:00Z,JP,@mametama,,https://yt3.ggpht.com/ytc/AIdro_mQP_ip4nErZg0_gM2QbHvmrBYoT4pc8RQJGzO36BZD2Q=s800-c-k-c0x00ffffff-no-rj,"Food, Health, Lifestyle (sociology), Physical fitness",public,True,False,筋トレ 腹筋 宅トレ 自重トレ 浮き輪肉 筋肉 ダイエット まめたま,UUXVErXFv_fzdIMjFpkIXHtg,,,
36,UC1WkFVOCTPdY782AJ1PZ-JQ,精神科医・樺沢紫苑の樺チャンネル,https://youtube.com/@@kabasawa3,682000,9527,433474623,"精神科医、樺沢紫苑が、健康、ストレス解消、メンタル疾患の予防、治療に役立つ情報をお届けします。１０年間毎日更新中！

",2009-12-17T00:13:46Z,JP,@kabasawa3,ja,https://yt3.ggpht.com/APPIaJqULQ3ijGGvLeKv6utL8serr5cBAzFUToinRNSlbpEeBpQajezoz9Ad0tanY4yzFDVckg=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Society, Entertainment, Knowledge, Health",public,True,False,精神科医 樺沢 樺沢紫苑 樺チャンネル,UU1WkFVOCTPdY782AJ1PZ-JQ,,,
37,UCRvM4zFmDz2cEiuk7d9C-3w,なーすけFitness,https://youtube.com/@@naasuke,674000,1599,554085366,"自分らしく生きる！
楽しみながら挑戦する！
結果じゃなくてその過程を大切にする！

自分をもっと好きになるために筋トレしてます🔥",2012-12-23T22:54:55Z,JP,@naasuke,,https://yt3.ggpht.com/ytc/AIdro_lXCVtHvonJz5nibqJtRPYaBJEaLw8uCuzvH3knTihKYLc=s800-c-k-c0x00ffffff-no-rj,"Health, Food, Lifestyle (sociology), Physical fitness",public,True,False,なーすけ 腹筋 筋肉 美男子 癒やし 動物 トレーニング Tiktok ティックトック ぷろたん きんに君 薬学生トレーニー 山澤 アクトレ アクトレブログ 修一郎 さわやん サワ 山澤さん,UURvM4zFmDz2cEiuk7d9C-3w,,,
38,UCXCknrYDQ2VlVxBnRWBnEFg,ゴー☆ジャス動画,https://youtube.com/@@ゴージャス動画,598000,6578,531245877,"君のハートに、レボ☆リューション！
宇宙海賊ゴー☆ジャスのYouTubeチャンネルではゲーム実況をはじめ、ネタ見せやドッキリ、バラエティ動画等を配信中！

お仕事の依頼は以下のmailへお問い合わせください！
For work requests, please contact the email below!
gorgeous@iid.co.jp

【注意】無断転載は禁止です。All rights reserved.
【運営会社】株式会社イード　https://www.iid.co.jp/
",2014-05-15T07:37:57Z,JP,@ゴージャス動画,ja,https://yt3.ggpht.com/lmsYUgmCCRTybL6W4eBgqEcuDX0UgarHJoMfVVa3eek0njMpX5I6naJKzLzhTangT19SKCilZA=s800-c-k-c0x00ffffff-no-rj,"Action game, Video game culture",public,True,False,ゴー☆ジャス動画 ゴー☆ジャス ゴージャス動画 ゴージャス ごーじゃす 芸人 ゲーム実況,UUXCknrYDQ2VlVxBnRWBnEFg,,,
39,UCIR8bP-MIXHwTPkUjcnjBCw,今古賀翔【トレーニング科学】,https://youtube.com/@@shoimakoga,542000,614,163634258,"科学的根拠に基づいた、トレーニングやダイエットに関する解説動画を主に投稿しています。

株式会社EVERLIFT　代表取締役社長　今古賀　翔
早稲田大学 大学院スポーツ科学研究科卒　スポーツ科学 修士
福岡県筑紫野市でEVERLIFTというジムを経営

EVERLIFT GYM
http://everlift-gym.com
▶︎ビジター利用やパーソナルトレーニングについては下記URLより
https://note.com/shofitness/m/mb5d3f65f676f
▶︎ご入会はこちらから
https://docs.google.com/forms/d/e/1FAIpQLSfSnQyVkKO_rN0MxkPzfGzGny0zWdH-T5B4eiqSS5xliO2d6w/viewform?usp=sf_link

アパレル
https://everlift-store.com

note  - 初心者から中上級者向けまで様々なプログラムを販売しています
https://note.com/shofitness

1990年生　身長181cm
Please subscribe to my channel.

各種お問い合わせはeverliftgym@gmail.comにお願いします。",2009-11-21T13:05:02Z,JP,@shoimakoga,,https://yt3.ggpht.com/EPoeXWIJ_H9antu1yD3PVHRLI7Ccel1Rw1M_HAOAEiNlkhvUT5hmKuUQYKCbcRHFP19lnIzjiEs=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology), Health",public,True,False,筋トレ ダイエット,UUIR8bP-MIXHwTPkUjcnjBCw,,,
40,UCdV_Sc1tEENX5LOzB-YLiaQ,JIN'S LIFE,https://youtube.com/@@jintomo,507000,1713,247272552,"▼JINのアパレルショップ　XENO FITNESSWEAR▼
https://shop.xeno-apparel.com/

▼INSTAアカウント
https://www.instagram.com/jin.xeno/?hl=ja

JINのgame実況チャンネル▼
https://www.youtube.com/channel/UCEh5ZiCEG6Bc9IV6tclZxSA

▼twitterアカウント
https://twitter.com/JIN__XENO
",2012-12-02T16:06:50Z,JP,@jintomo,,https://yt3.ggpht.com/ytc/AIdro_k_kUgTKTQfAnVKccpyGPBkBk2ZP98Gwr7fTFMh5kx5LnE=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,JIN 筋トレ 筋肉 トレーニング fitness フィジーク ダイエット,UUdV_Sc1tEENX5LOzB-YLiaQ,https://www.instagram.com/jin.xeno/,https://twitter.com/JIN__XENO,
41,UCeu0G1rICr5H41aBte2Sdgw,ちゃぴさんです。,https://youtube.com/@@chapisandes,494000,1140,313595068,"25歳関西弁コテコテ女子。自分磨きが大好きです。

【愛用品のご紹介】
📣嫁にもろてプロテインマグケーキ📣全ての材料が混ざったキットができました！！
★公式サイト　https://x.gd/FsWhM ★
水を混ぜるだけでどこでも誰でも簡単に作れる！
あなたのライフスタイルに合わせて毎日食べたくなる美味しいヘルシーなマグケーキ𓎩
183kcal　P15.7 F4.4 C20.5

●4年くらい飲んでるビタミンサプリ  🍋　https://x.gd/8Sh3R
11種類のビタミン、乳酸菌（腸内環境）・Ｌカルニチン（脂肪燃焼）・葉酸/鉄（ホルモン）など嬉しい厳選された成分を手軽に摂取できます！
●トレ中に欠かさず飲んでいる栄養のEAA　　https://x.gd/MVhGj

●必須アミノ酸EAA/プロテインクッキー　　https://bit.ly/48gmHpC
＞＞Naturecan🌱最安値クーポン【CHAPISAN】
サッパリ系のプロテイン、EAAがお好きな方には特におすすめ！

●睡眠の質向上　CBD/CBNオイル　https://bit.ly/48fkZ8b
＞＞Naturecan🌱最安値クーポン【CHAPISAN】
CDNオイル10％を寝る前に舌の裏に垂らすことで、リラックス効果を得られ、睡眠の質を向上させる手助けをしてくれる。筋肥大には欠かせない睡眠の質を上げる！

●コスパ最強！粉末オートミール/ピーナツバター/ ココアパウダー等
https://prf.hn/l/q3BALlL
＞＞My PROTEIN　最安値クーポン【CHAPISAN】
コスパが一番良くて、美味しいので続けられます！

●腸活のために２年以上毎朝飲んでる FINAL GREEN
https://x.gd/4gCB5　
最安値クーポン【CHAPISAN】
FINAL GREEN 乳酸菌、モリンガ、食物繊維を摂取するために毎朝10g飲んでます！

",2020-04-12T11:23:42.595164Z,JP,@chapisandes,,https://yt3.ggpht.com/3KuROt9viHckme17FBUwYXf7Ke-2ufT8d8ct22kSodogv8IQCt1oyS3XXZYAF26xMtAQDFSnwg=s800-c-k-c0x00ffffff-no-rj,"Food, Lifestyle (sociology)",public,True,False,美容系 メイク ヘアアレンジ ファッション ヘア おしゃれ ビューティー系 ヘルシー 健康 筋トレ 筋トレ女子 トレーニング フル食 筋トレ ダイエット 痩せる ボディメイク 筋肉,UUeu0G1rICr5H41aBte2Sdgw,,,
42,UC1im-9csDkdkZBxTVNSoBTQ,筋築家ゆうき / yuuki room,https://youtube.com/@@yuuki_room,472000,376,100470419,"のんびり日常を投稿していきます🌿

🌐SNS
◼︎Instagram
https://www.instagram.com/yuuki__kinchiku
◼︎X
https://www.twitter.com/yuuki__kinchiku
◼︎Tiktok
https://www.tiktok.com/@yuuki__kinchiku?_t=8pr2JwEijLz&_r=1

🛒Shop
◼︎https://ykinchiku.booth.pm

✉️お仕事のご相談
　【 y.kinchiku@gmail.com 】
",2021-07-28T17:36:47.589112Z,JP,@yuuki_room,,https://yt3.ggpht.com/GJluGXaYMJs-TD9bLO9d4tclh1xNICaYTskEhKFwqTkTqkXI4ib9B7tXDPQb60_utdb_GXU-3og=s800-c-k-c0x00ffffff-no-rj,Lifestyle (sociology),public,True,False,筋肉 VLOG 勉強 Study サウナ 一人旅 男飯 筋トレ,UU1im-9csDkdkZBxTVNSoBTQ,https://www.instagram.com/yuuki__kinchiku,https://www.twitter.com/yuuki__kinchiku,https://www.tiktok.com/@yuuki__kinchiku
43,UClVxlTdjXCH02L9WtiPu_rg,Kanekin Fitness,https://youtube.com/@@kanekinfitness,469000,955,185926810,"Shun Kaneko
Men's Physique IFBB PRO 
Olympian
",2014-11-12T07:56:27Z,JP,@kanekinfitness,,https://yt3.ggpht.com/OvtD0WUNlsbnpMH3RFtwFUVVWj7syxRYQspupaqAyf2OZQaTCRdueg1-ps1K9r99Bs2auIze=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology), Health",public,True,False,筋トレ バルクアップ フィジーク プロテイン カネキン ダイエット フィットネス,UUlVxlTdjXCH02L9WtiPu_rg,,,
44,UCS7rbR7l0q-OAzNnYxhqUrg,バズ海外,https://youtube.com/@@buzzabroad,443000,919,1498394812,"いつか役に立ちそうで、なんの役にも立たない豆知識。

-----

本チャンネルの動画はエンターテイメント要素を含みますが、教育・啓発を目的として制作されています。動物および人間に危害は一切加えられていません。
銃器やその他の危険物、未成年が登場する場面は、演出または専門家・保護者の監督のもと、安全な環境で撮影された映像を使用しています。これらのシーンは使用方法の指導・助長を意図したものではありません。
医学・手術に関する表現は教育用アニメーションであり、実際の負傷や過度にショッキングな実写映像は含みません。苦手な方は視聴にご注意ください。
危険行為の模倣・再現は行わないでください。

This channel's videos are produced for educational and awareness purposes. No animals or individuals were harmed.
Any scenes involving firearms or hazardous objects, or the presence of minors, are staged or supervised by trained adults/guardians in a controlled setting and are not instructional.
Medical and surgical depictions are educational animations; no graphic real-life injuries are shown. Viewer discretion advised.
Do not attempt to recreate any activities shown.
",2022-06-12T14:47:17.257389Z,JP,@buzzabroad,,https://yt3.ggpht.com/2_scp4HxbjMV-HFQAGb-__i49AxrB-1JEytsV6Z5g65HkY1FFjwQFDdAcD_UcLZNubx4nvPUfw=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology)",public,True,False,,UUS7rbR7l0q-OAzNnYxhqUrg,,,
45,UC2b1bVPPJgpf4qb6Asij33A,sexyfitness　40-50代ボディをかっこよくする筋トレ法,https://youtube.com/@@sexyfitness,413000,2881,105638817,"大手スポーツクラブ で15年連続売上1位のパーソナルトレーナー「sexyfitnessユウジ」

月4回のライブ配信レッスンはこちらでやっています！
https://mosh.jp/sexyfitness/home
お申し込みは毎月末最後の3日間です。

私の著書
「50代から始める正しい筋トレ」  https://amzn.to/3laBCzg

「はじめての男の自宅筋トレ」    https://amzn.to/31dLURD


ジムでのパーソナルトレーニング
オンラインパーソナルトレーニングの問い合わせはこちら
http://www.sexyfitness.biz/

↑YouTubeコラボご希望の方もこちらからご連絡下さい。
　

Instagram
ID  sexyfitnessyuji

Twtter
@sexyfitnessyuji



",2007-04-04T15:40:43Z,JP,@sexyfitness,,https://yt3.ggpht.com/ynI__5ZlL4xXuwLR47sld2_yszgHcGZyGvD3mbEFAd20xUUseSvTGIOGOwdymgNqKSlIzjT3_Q=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Health, Physical fitness",public,True,False,筋肉 トレーニング エクササイズ パーソナルトレーニング パーソナルトレーナー 筋トレ ダイエット 体脂肪 体脂肪燃焼 体脂肪を減らす 食事,UU2b1bVPPJgpf4qb6Asij33A,,,
46,UCb95HsjFs3cPqDsiSIiZaRg,トッカグンの東京サバイバル,https://youtube.com/@@tokkagun,404000,2951,385691950,"元自衛隊芸人トッカグン小野寺のサバイバルチャンネルです！
自衛隊やミリタリー、サバイバル、ライフハック、キャンプ術などを紹介します！
皆さん、ぜひチャンネル登録お願いします！！
",2014-07-09T11:28:50Z,JP,@tokkagun,,https://yt3.ggpht.com/ytc/AIdro_kl8pZIaS0dm6_AILLQ78skuEiouNAYWwRNP0VH-lrqwAQ=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Entertainment",public,True,False,トッカグン とっかぐん tokkagun 小野寺 自衛隊 陸上自衛隊 お笑い 芸人 タレント 吉本 よしもと アウトドア 防災 災害 キャンプ サバイバル サバイバル術 防災術 迷彩 戦闘糧食 料理 訓練 演習 便利,UUb95HsjFs3cPqDsiSIiZaRg,,,
47,UCjeZF-Cl42eerVoZ3wpc5vA,前田のまいにちセルフケア !  by GronG,https://youtube.com/@@selfcare_maeda,401000,919,80940917,"【前田のまいにちセルフケア！by GronG】

当チャンネルでは、コンディショニング（心身をよい状態に整えること）の専門家がストレッチやエクササイズなどのセルフケア方法をわかりやすくお伝えし、みなさまの健康的な生活習慣に貢献できるよう情報を発信しています。

心身をよい状態に保つことは、現代生活において大切な要素です。
是非、毎日のセルフケアに動画をご活用ください。

■出演者：前田 修平

■保有資格：NASM-PES、鍼灸師

■お仕事の依頼、問い合わせはこちら
selfcare_maeda@ultimatelife.co.jp
",2016-11-02T06:53:23Z,JP,@selfcare_maeda,,https://yt3.ggpht.com/J5zS82rR1KQnoHFkkbJUznv_OySRtjMawklzLPr-aFjQYdf8w5Vg6x6JFaM5Yw0TQk21TOuP=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology), Health",public,True,False,トレーニング ストレッチ,UUjeZF-Cl42eerVoZ3wpc5vA,,,
48,UCk769Z_Mwz_TYiHLmgA247g,林慧亮 / uFit代表,https://youtube.com/@@hayashikeisuke,375000,468,97609146,"運動を通じてより健康になるためのコツやエクササイズ方法をお伝えしていきます！

◆林ケイスケのプロフィール
1993年、山梨県生まれ。株式会社MAKERS（uFitの運営会社） 代表取締役社長。
スポーツやエクササイズを通じて、より健康になるための器具の開発・販売を手がけるuFitを運営しています。

uFitは、
　・水谷隼さん
　・群馬クレイサンダーズなどのBリーグ15チーム
　・川崎フロンターレなどのJリーグ2チーム
　・西武ライオンズ・東北楽天ゴールデンイーグルスのプロ野球2チーム
などのトップアスリートが使用するブランドになっています。

◆著書
『30日で体を変える 超効率的自重ワークアウトプログラム』

◆uFit
「だれもが健康に意識を向け、予防が当たり前の世界を作る」を目標に、健康に関わる事業を展開しています。

公式サイト：https://ufit.co.jp/
Twitter：https://twitter.com/uFitTrainer
",2019-10-28T03:59:23.675248Z,JP,@hayashikeisuke,,https://yt3.ggpht.com/UYQ4wBa2QpcIzMyxnMV2vRZAyPqTmEc2DPCuAgZbBoPTE02zn_qrNVAwseVK8z5N3FCM-BWY=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology), Health",public,True,False,筋トレ ダイエット 自重トレーニング フィットネス HIITトレーニング,UUk769Z_Mwz_TYiHLmgA247g,,https://twitter.com/uFitTrainer,
